,Unnamed: 0,공공민간구분,날씨,온도,시설물 분류,작업프로세스,사망자,20이상 30미만 사망자,30이상 40미만 사망자,40이상 50미만 사망자,50이상 60미만 사망자,60이상 사망자,부상자,20이상 30미만 부상자,30이상 40미만 부상자,40이상 50미만 부상자,50이상 60미만 부상자,60이상 부상자,공정율,설계안정성검토,Month,Time,사고종류,공종,공사규모_0-5,공사규모_5-10,공사규모_10-30,공사규모_30-50,공사규모_50-100,공사규모_100-500,공사규모_500-1000,공사규모_1000-,공사기간
891,891,공공,맑음,30.0,기타 건축,형틀 및 목공,0,0,0,0,0,0,1,0,0,1,0,0,20~29%,대상,9.0,14.0,넘어짐,콘크리트공사,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,152.0
892,892,민간,강우,26.0,공장,해체작업,0,0,0,0,0,0,1,0,0,1,0,0,90% 이상,비대상,9.0,15.0,찔림,설비공사,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,370.0
893,893,민간,맑음,25.0,기타 건축,조립작업,0,0,0,0,0,0,1,0,0,0,0,1,10~19%,비대상,9.0,15.0,넘어짐,콘크리트공사,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,700.0
894,894,공공,흐림,24.0,토목,해체작업,0,0,0,0,0,0,1,0,0,1,0,0,50~59%,대상,9.0,16.0,넘어짐,해체 및 재활용공사,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,730.0
895,895,민간,맑음,25.0,기타 건축,조립작업,0,0,0,0,0,0,1,0,0,0,0,1,10~19%,비대상,9.0,16.0,떨어짐,기타공사,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,191.0
896,896,민간,흐림,25.0,기타 건축,기타,0,0,0,0,0,0,1,0,0,0,1,0,50~59%,비대상,9.0,7.0,물체에 맞음,콘크리트공사,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
897,897,민간,흐림,28.0,공동주택,설비작업,0,0,0,0,0,0,1,0,0,1,0,0,50~59%,대상,9.0,9.0,기타,기타공사,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,785.0
898,898,민간,강우,28.0,기타 건축,설비작업,0,0,0,0,0,0,1,0,0,1,0,0,90% 이상,비대상,9.0,10.0,물체에 맞음,설비공사,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,157.0
899,899,민간,맑음,28.0,기타 건축,운반작업,0,0,0,0,0,0,1,0,0,0,1,0,60~69%,비대상,9.0,10.0,"절단, 베임",금속공사,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,47.0
900,900,공공,강우,29.0,토목,준비작업,0,0,0,0,0,0,1,0,0,0,1,0,80~89%,대상,9.0,12.0,기타,가설공사,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1268.0
901,901,공공,흐림,25.0,공동주택,설치작업,0,0,0,0,0,0,1,0,0,0,1,0,60~69%,대상,9.0,14.0,끼임,콘크리트공사,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,705.0
902,902,민간,맑음,25.0,토목,정리작업,0,0,0,0,0,0,1,0,1,0,0,0,90% 이상,비대상,9.0,14.0,넘어짐,토공사,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2082.0
903,903,민간,흐림,29.0,공장,설치작업,0,0,0,0,0,0,1,0,0,0,1,0,40~49%,비대상,9.0,16.0,기타,기타공사,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,122.0
904,904,민간,강우,30.0,공동주택,도장작업,0,0,0,0,0,0,1,0,0,1,0,0,70~79%,비대상,9.0,7.0,끼임,도장공사,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,122.0
905,905,공공,강풍,24.0,공동주택,해체작업,0,0,0,0,0,0,1,0,0,0,1,0,30~39%,대상,9.0,10.0,넘어짐,해체 및 재활용공사,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,115.0
906,906,민간,강우,29.0,공동주택,운반작업,0,0,0,0,0,0,1,0,0,0,1,0,60~69%,대상,9.0,10.0,넘어짐,타일 및 테라코타공사,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,29.0
907,907,민간,강풍,25.0,기타 건축,확인 및 점검작업,0,0,0,0,0,0,1,0,1,0,0,0,10% 미만,대상,9.0,13.0,물체에 맞음,기타공사,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,456.0
908,908,민간,강우,32.0,공장,용접작업,0,0,0,0,0,0,2,0,0,0,1,1,90% 이상,비대상,9.0,13.0,화상,설비공사,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,-62.0
909,909,민간,강우,26.0,공장,전기작업,0,0,0,0,0,0,1,1,0,0,0,0,10% 미만,비대상,9.0,14.0,기타,기타공사,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,518.0
910,910,민간,강풍,26.0,공동주택,확인 및 점검작업,0,0,0,0,0,0,1,0,0,1,0,0,30~39%,비대상,9.0,15.0,물체에 맞음,가설공사,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,334.0
911,911,민간,맑음,25.0,공동주택,이동,0,0,0,0,0,0,1,0,0,0,1,0,70~79%,비대상,9.0,16.0,넘어짐,미장공사,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,730.0
912,912,공공,맑음,28.0,토목,조립작업,0,0,0,0,0,0,1,0,0,0,0,1,30~39%,대상,9.0,0.0,물체에 맞음,토목공사,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1086.0
913,913,민간,맑음,26.7,공동주택,이동,0,0,0,0,0,0,1,0,0,0,0,1,90% 이상,대상,9.0,10.0,넘어짐,기타공사,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,365.0
914,914,공공,맑음,25.0,토목,거치작업,0,0,0,0,0,0,1,0,0,1,0,0,90% 이상,비대상,9.0,11.0,물체에 맞음,토목공사,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,426.0
915,915,민간,흐림,28.0,공동주택,설치작업,0,0,0,0,0,0,1,0,0,1,0,0,40~49%,대상,9.0,11.0,떨어짐,가설공사,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,457.0
916,916,민간,강우,22.0,기타 건축,조립작업,0,0,0,0,0,0,1,0,0,0,1,0,10~19%,비대상,9.0,11.0,기타,콘크리트공사,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,335.0
917,917,공공,흐림,24.0,토목,청소작업,0,0,0,0,0,0,1,0,0,0,1,0,90% 이상,대상,9.0,16.0,물체에 맞음,관공사,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,525.0
918,918,민간,강우,23.0,공동주택,설비작업,0,0,0,0,0,0,1,0,0,0,1,0,40~49%,대상,9.0,7.0,떨어짐,설비공사,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,715.0
919,919,민간,맑음,23.0,기타 건축,기타,0,0,0,0,0,0,1,0,0,0,1,0,60~69%,비대상,9.0,10.0,끼임,설비공사,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,392.0
920,920,공공,맑음,24.0,토목,운반작업,0,0,0,0,0,0,1,0,0,0,1,0,10% 미만,대상,9.0,10.0,물체에 맞음,가설공사,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,273.0
921,921,공공,흐림,28.0,공동주택,해체작업,0,0,0,0,0,0,1,0,1,0,0,0,20~29%,대상,9.0,11.0,물체에 맞음,가설공사,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,305.0
922,922,공공,강풍,23.0,기타 건축,운반작업,0,0,0,0,0,0,0,0,0,0,0,0,30~39%,비대상,9.0,13.0,전도,콘크리트공사,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,91.0
923,923,민간,강우,30.0,공동주택,조립작업,0,0,0,0,0,0,1,0,0,0,1,0,10~19%,비대상,9.0,14.0,넘어짐,가설공사,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,385.0
924,924,공공,맑음,29.0,공동주택,해체작업,0,0,0,0,0,0,1,1,0,0,0,0,10~19%,대상,9.0,14.0,물체에 맞음,가설공사,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,487.0
925,925,민간,흐림,0.0,기타 건축,정리작업,0,0,0,0,0,0,1,0,0,1,0,0,60~69%,비대상,9.0,15.0,기타,기타공사,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
926,926,공공,강우,25.0,공동주택,타설작업,0,0,0,0,0,0,1,0,0,0,1,0,20~29%,대상,9.0,15.0,기타,콘크리트공사,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,849.0
927,927,민간,강풍,30.0,기타 건축,설치작업,0,0,0,0,0,0,1,0,0,0,0,1,60~69%,비대상,9.0,16.0,떨어짐,기타공사,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,639.0
928,928,민간,맑음,26.0,공동주택,마감작업,0,0,0,0,0,0,1,0,0,0,0,1,90% 이상,비대상,9.0,16.0,떨어짐,수장공사,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,214.0
929,929,민간,맑음,25.0,기타 건축,설치작업,0,0,0,0,0,0,1,0,0,1,0,0,20~29%,비대상,9.0,8.0,넘어짐,철골공사,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,29.0
930,930,민간,흐림,33.0,공동주택,정리작업,0,0,0,0,0,0,1,0,0,0,1,0,50~59%,비대상,9.0,10.0,넘어짐,콘크리트공사,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,29.0
931,931,민간,강우,24.0,공장,설치작업,0,0,0,0,0,0,1,0,0,0,1,0,90% 이상,비대상,9.0,11.0,넘어짐,내외벽공사,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,18.0
932,932,민간,맑음,27.0,공동주택,설치작업,0,0,0,0,0,0,1,0,0,0,1,0,20~29%,비대상,9.0,11.0,기타,콘크리트공사,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,922.0
933,933,민간,맑음,32.0,공동주택,조립작업,0,0,0,0,0,0,1,0,0,0,1,0,30~39%,비대상,9.0,13.0,기타,콘크리트공사,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,395.0
934,934,공공,맑음,28.0,기타 건축,미입력,0,0,0,0,0,0,0,0,0,0,0,0,40~49%,비대상,9.0,14.0,전도,기타공사,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,364.0
935,935,민간,맑음,0.0,공동주택,타설작업,0,0,0,0,0,0,1,0,0,0,0,1,10~19%,비대상,9.0,14.0,넘어짐,기타공사,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,458.0
936,936,공공,강우,23.8,공동주택,조립작업,0,0,0,0,0,0,1,0,0,0,1,0,10% 미만,비대상,9.0,14.0,넘어짐,기타공사,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,366.0
937,937,민간,강우,26.0,공장,미입력,0,0,0,0,0,0,1,0,0,0,1,0,10% 미만,비대상,9.0,16.0,넘어짐,기타공사,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,517.0
938,938,민간,맑음,25.0,공동주택,조립작업,0,0,0,0,0,0,1,0,1,0,0,0,20~29%,비대상,9.0,7.0,기타,기타공사,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,272.0
939,939,민간,맑음,22.0,공동주택,청소작업,1,0,1,0,0,0,0,0,0,0,0,0,10% 미만,비대상,9.0,8.0,떨어짐,기타공사,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,18.0
940,940,민간,강우,29.0,기타 건축,이동,0,0,0,0,0,0,1,0,0,0,1,0,50~59%,비대상,9.0,10.0,넘어짐,기타공사,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,812.0
941,941,민간,맑음,26.0,기타 건축,조립작업,0,0,0,0,0,0,1,0,0,0,1,0,10% 미만,비대상,9.0,13.0,떨어짐,가설공사,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0
942,942,민간,흐림,24.0,공동주택,형틀 및 목공,0,0,0,0,0,0,1,0,0,0,1,0,20~29%,비대상,9.0,14.0,넘어짐,콘크리트공사,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,607.0
943,943,민간,맑음,28.0,기타 건축,정리작업,0,0,0,0,0,0,1,0,0,0,1,0,90% 이상,비대상,9.0,7.0,넘어짐,기타공사,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,60.0
944,944,민간,맑음,24.0,공장,해체작업,0,0,0,0,0,0,1,0,0,0,1,0,20~29%,비대상,9.0,7.0,떨어짐,콘크리트공사,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,338.0
945,945,공공,맑음,22.0,기타 건축,조립작업,0,0,0,0,0,0,1,0,0,0,1,0,10~19%,대상,9.0,7.0,끼임,콘크리트공사,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,113.0
946,946,민간,맑음,29.0,기타 건축,해체작업,0,0,0,0,0,0,1,0,0,0,0,1,30~39%,비대상,9.0,8.0,물체에 맞음,해체 및 재활용공사,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1034.0
947,947,공공,맑음,25.0,기타 건축,이동,0,0,0,0,0,0,1,0,0,0,1,0,20~29%,대상,9.0,9.0,넘어짐,콘크리트공사,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,525.0
948,948,공공,맑음,28.0,토목,타설작업,0,0,0,0,0,0,1,0,0,1,0,0,50~59%,대상,9.0,9.0,넘어짐,철골공사,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1094.0
949,949,공공,맑음,24.5,기타 건축,미입력,0,0,0,0,0,0,1,0,0,0,0,1,40~49%,대상,9.0,9.0,떨어짐,콘크리트공사,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,600.0
950,950,민간,맑음,27.0,기타 건축,준비작업,0,0,0,0,0,0,1,0,0,0,0,1,30~39%,비대상,9.0,9.0,끼임,콘크리트공사,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,213.0
951,951,공공,맑음,25.0,토목,적재작업,0,0,0,0,0,0,1,0,0,0,1,0,10~19%,비대상,9.0,10.0,끼임,토공사,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,602.0
952,952,공공,맑음,27.0,기타 건축,고소작업,0,0,0,0,0,0,1,0,0,0,1,0,60~69%,비대상,9.0,10.0,떨어짐,기타공사,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,351.0
953,953,공공,맑음,27.0,토목,이동,1,0,0,0,0,1,0,0,0,0,0,0,30~39%,대상,9.0,10.0,떨어짐,관공사,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,103.0
954,954,공공,맑음,25.0,기타 건축,해체작업,0,0,0,0,0,0,1,0,0,0,0,1,10~19%,비대상,9.0,11.0,기타,해체 및 재활용공사,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,36.0
955,955,공공,맑음,28.0,공동주택,설치작업,0,0,0,0,0,0,1,0,0,0,1,0,10~19%,대상,9.0,11.0,기타,콘크리트공사,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,756.0
956,956,공공,맑음,25.0,토목,준비작업,0,0,0,0,0,0,1,0,0,1,0,0,30~39%,비대상,9.0,11.0,넘어짐,관공사,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2594.0
957,957,공공,맑음,24.0,기타 건축,이동,0,0,0,0,0,0,1,0,0,0,1,0,20~29%,비대상,9.0,11.0,넘어짐,콘크리트공사,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,67.0
958,958,공공,맑음,24.0,토목,매설작업,0,0,0,0,0,0,1,0,0,0,0,1,20~29%,대상,9.0,11.0,넘어짐,가설공사,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,568.0
959,959,민간,맑음,24.0,공동주택,도장작업,0,0,0,0,0,0,1,0,0,0,1,0,80~89%,비대상,9.0,13.0,떨어짐,도장공사,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,548.0
960,960,공공,맑음,17.0,기타 건축,해체작업,0,0,0,0,0,0,1,0,0,0,1,0,60~69%,대상,9.0,14.0,기타,해체 및 재활용공사,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,425.0
961,961,공공,맑음,24.1,기타 건축,절단작업,0,0,0,0,0,0,1,0,0,0,1,0,90% 이상,대상,9.0,14.0,"절단, 베임",설비공사,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,81.0
962,962,민간,맑음,24.0,공동주택,기타,0,0,0,0,0,0,1,0,0,0,0,1,80~89%,비대상,9.0,14.0,넘어짐,콘크리트공사,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,900.0
963,963,민간,맑음,24.5,산업환경설비,절단작업,0,0,0,0,0,0,1,0,0,0,1,0,20~29%,비대상,9.0,14.0,물체에 맞음,기타공사,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,365.0
964,964,공공,맑음,25.0,토목,상차 및 하역작업,0,0,0,0,0,0,1,0,0,0,1,0,30~39%,비대상,9.0,14.0,끼임,관공사,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,529.0
965,965,공공,맑음,28.0,토목,절단작업,0,0,0,0,0,0,1,0,0,0,0,1,60~69%,비대상,9.0,16.0,"절단, 베임",기타공사,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
966,966,공공,흐림,26.0,공동주택,설비작업,0,0,0,0,0,0,1,1,0,0,0,0,90% 이상,비대상,9.0,16.0,물체에 맞음,기타공사,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0
967,967,공공,흐림,20.0,토목,연결작업,0,0,0,0,0,0,1,0,0,1,0,0,90% 이상,대상,9.0,3.0,물체에 맞음,토목공사,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1855.0
968,968,공공,맑음,24.0,공장,조립작업,0,0,0,0,0,0,1,0,0,0,1,0,60~69%,대상,9.0,7.0,넘어짐,콘크리트공사,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,254.0
969,969,민간,맑음,23.0,공동주택,절단작업,0,0,0,0,0,0,1,0,0,0,1,0,80~89%,대상,9.0,8.0,"절단, 베임",기타공사,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,28.0
970,970,공공,맑음,20.0,기타 건축,운반작업,0,0,0,0,0,0,1,0,0,0,1,0,80~89%,대상,9.0,8.0,넘어짐,지붕 및 홈통공사,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,689.0
971,971,민간,맑음,23.0,공동주택,마감작업,0,0,0,0,0,0,1,0,0,0,1,0,30~39%,대상,9.0,10.0,넘어짐,가설공사,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1057.0
972,972,민간,흐림,26.0,공동주택,조립작업,0,0,0,0,0,0,1,0,1,0,0,0,90% 이상,비대상,9.0,10.0,물체에 맞음,콘크리트공사,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,121.0
973,973,민간,맑음,26.0,기타 건축,설치작업,0,0,0,0,0,0,1,0,0,0,1,0,80~89%,비대상,9.0,10.0,넘어짐,타일 및 테라코타공사,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,8.0
974,974,공공,맑음,26.0,토목,이동,1,0,0,0,0,1,0,0,0,0,0,0,80~89%,대상,9.0,10.0,교통사고,토목공사,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1281.0
975,975,민간,맑음,23.5,기타 건축,조립작업,0,0,0,0,0,0,1,0,0,0,1,0,80~89%,비대상,9.0,10.0,끼임,철골공사,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,67.0
976,976,민간,맑음,26.0,기타 건축,정리작업,0,0,0,0,0,0,1,0,0,0,1,0,20~29%,비대상,9.0,11.0,떨어짐,기타공사,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,395.0
977,977,민간,맑음,23.0,기타 건축,미입력,0,0,0,0,0,0,1,0,0,0,1,0,50~59%,비대상,9.0,11.0,물체에 맞음,토공사,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,29.0
978,978,공공,맑음,28.0,기타 건축,인양작업,0,0,0,0,0,0,1,0,1,0,0,0,30~39%,비대상,9.0,11.0,떨어짐,콘크리트공사,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,162.0
979,979,민간,맑음,20.0,공장,절단작업,0,0,0,0,0,0,1,0,0,0,1,0,80~89%,대상,9.0,11.0,기타,기타공사,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
980,980,민간,맑음,20.0,공동주택,설치작업,0,0,0,0,0,0,1,0,1,0,0,0,90% 이상,비대상,9.0,13.0,"절단, 베임",조적공사,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,669.0
981,981,공공,맑음,26.0,산업환경설비,설비작업,0,0,0,0,0,0,1,0,0,1,0,0,90% 이상,비대상,9.0,15.0,떨어짐,기타공사,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,148.0
982,982,민간,맑음,29.0,기타 건축,설치작업,0,0,0,0,0,0,1,0,0,0,1,0,20~29%,비대상,9.0,15.0,기타,기타공사,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,103.0
983,983,민간,맑음,28.0,기타 건축,설치작업,0,0,0,0,0,0,1,0,0,0,1,0,30~39%,비대상,9.0,15.0,기타,콘크리트공사,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,546.0
984,984,민간,맑음,23.0,공동주택,조립작업,0,0,0,0,0,0,1,0,0,1,0,0,30~39%,비대상,9.0,16.0,기타,목공사,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,518.0
985,985,민간,맑음,24.0,공동주택,절단작업,0,0,0,0,0,0,1,0,0,0,1,0,60~69%,대상,9.0,16.0,"절단, 베임",기타공사,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,30.0
986,986,민간,맑음,27.0,공동주택,이동,0,0,0,0,0,0,1,0,0,1,0,0,30~39%,비대상,9.0,16.0,끼임,조적공사,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,29.0
987,987,공공,맑음,23.0,기타 건축,이동,0,0,0,0,0,0,1,0,1,0,0,0,90% 이상,비대상,9.0,16.0,기타,기타공사,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,179.0
988,988,공공,맑음,21.0,토목,준비작업,0,0,0,0,0,0,1,0,0,0,1,0,90% 이상,대상,9.0,8.0,기타,토공사,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,60.0
989,989,공공,맑음,28.0,기타 건축,기타,0,0,0,0,0,0,1,0,0,0,1,0,80~89%,대상,9.0,9.0,기타,지붕 및 홈통공사,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,123.0
990,990,공공,맑음,25.0,기타 건축,준비작업,0,0,0,0,0,0,1,0,0,0,1,0,70~79%,비대상,9.0,9.0,넘어짐,미장공사,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26.0
991,991,공공,맑음,22.0,토목,타설작업,0,0,0,0,0,0,2,0,2,0,0,0,70~79%,비대상,9.0,9.0,떨어짐,토공사,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,351.0
992,992,공공,맑음,20.0,기타 건축,마감작업,0,0,0,0,0,0,1,0,0,0,0,1,90% 이상,대상,9.0,10.0,"절단, 베임",내외벽공사,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,677.0
993,993,공공,맑음,21.0,토목,형틀 및 목공,0,0,0,0,0,0,1,0,0,0,1,0,50~59%,대상,9.0,10.0,기타,철골공사,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,16.0
994,994,민간,맑음,21.0,공동주택,이동,0,0,0,0,0,0,1,0,0,0,1,0,70~79%,비대상,9.0,10.0,끼임,토공사,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,599.0
995,995,민간,맑음,21.0,기타 건축,형틀 및 목공,0,0,0,0,0,0,1,0,0,0,1,0,40~49%,비대상,9.0,10.0,물체에 맞음,가설공사,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,80.0
996,996,민간,맑음,21.0,공장,설치작업,0,0,0,0,0,0,1,0,0,0,1,0,30~39%,비대상,9.0,10.0,넘어짐,철골공사,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,91.0
997,997,공공,맑음,23.0,기타 건축,설치작업,0,0,0,0,0,0,1,0,0,0,1,0,20~29%,비대상,9.0,10.0,떨어짐,기타공사,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,455.0
998,998,민간,맑음,28.0,기타 건축,설치작업,0,0,0,0,0,0,1,0,0,0,1,0,10% 미만,대상,9.0,11.0,떨어짐,가설공사,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,167.0
999,999,민간,맑음,20.0,기타 건축,마감작업,0,0,0,0,0,0,1,0,0,0,1,0,90% 이상,비대상,9.0,11.0,끼임,내외벽공사,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,91.0
1000,1000,공공,맑음,26.0,토목,연결작업,0,0,0,0,0,0,1,0,0,0,1,0,20~29%,대상,9.0,11.0,끼임,철골공사,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,122.0
1001,1001,민간,맑음,28.0,공동주택,정비작업,0,0,0,0,0,0,1,0,0,0,1,0,10% 미만,비대상,9.0,12.0,떨어짐,토공사,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,377.0
1002,1002,공공,맑음,27.4,기타 건축,미입력,0,0,0,0,0,0,1,0,0,0,0,1,30~39%,비대상,9.0,13.0,넘어짐,콘크리트공사,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,244.0
1003,1003,민간,맑음,23.0,공장,조립작업,0,0,0,0,0,0,1,0,0,0,0,1,10~19%,비대상,9.0,14.0,끼임,기타공사,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,880.0
1004,1004,민간,맑음,25.0,기타 건축,운반작업,0,0,0,0,0,0,1,0,0,0,1,0,90% 이상,비대상,9.0,15.0,넘어짐,콘크리트공사,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,122.0
1005,1005,민간,맑음,20.0,공장,확인 및 점검작업,1,0,0,0,1,0,3,1,2,0,0,0,90% 이상,비대상,9.0,16.0,떨어짐,수장공사,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,28.0
1006,1006,민간,맑음,0.5,공동주택,형틀 및 목공,0,0,0,0,0,0,1,0,1,0,0,0,80~89%,비대상,9.0,9.0,물체에 맞음,기타공사,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,950.0
1007,1007,민간,맑음,20.0,기타 건축,설치작업,0,0,0,0,0,0,1,0,0,1,0,0,60~69%,비대상,9.0,9.0,떨어짐,가설공사,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0
1008,1008,공공,맑음,16.0,기타 건축,상차 및 하역작업,0,0,0,0,0,0,1,0,0,0,0,1,10% 미만,비대상,9.0,9.0,물체에 맞음,콘크리트공사,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,378.0
1009,1009,공공,맑음,22.9,토목,확인 및 점검작업,0,0,0,0,0,0,1,0,0,0,0,1,80~89%,비대상,9.0,9.0,떨어짐,토공사,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,103.0
1010,1010,공공,맑음,19.0,공동주택,인양작업,0,0,0,0,0,0,1,0,0,0,1,0,10% 미만,대상,9.0,10.0,물체에 맞음,콘크리트공사,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,946.0
